Duplas de Medicamentos;;;;;
Fenoterol;Propranolol/ Metoprolol e Atenolol (em altas doses);? efeito broncodilatador do fenoterol;Moderada;Não especificado;"Monitorar diminuição dos efeitos broncodilatadores dos Agonistas Beta2 (fenoterol; salbutamol). Considerar modificação na terapia.                                          Beta bloqueadores não seletivos não são recomendados para paciente asmáticos. Preferir os seletivos beta1 (Atenolol e Metoprolol) e quando esses estiverem em altas doses, monitorar a terapia."
Fenoterol;Furosemida;? hipocalemia;Moderada;Não especificado;Monitorar concentração sérica de potássio e efeitos associados (problemas na condução cardíaca).
Fentanil;Clopromazina;Risco de Hipotensão Severa;Moderada;Rápido;Monitorar a pressão arterial.
Fentanil;Carvedilol;Risco de Hipotensão Severa;Moderada;Rápido;Monitorar a pressão arterial.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Fentanil;Diazepam/ Midazolam;Depressão respiratória e SNC;Moderada;Não especificado;"Monitorar a terapia e observar intensificação dos efeitos (hipotensão, hipoventilação e sedação profunda ou
coma)."
Fentanil;Ritonavir/ Lopinavir/ Atazanavir;"? dos efeitos terapêuticos e tóxicos do fentanil - Depressão respiratória
séria";Moderada;Não especificado;"Monitorar a terapia e observar intensificação dos efeitos (hipotensão, hipoventilação e sedação profunda ou
coma)."
Fentanil;Octreotida;"? os efeitos dos analgésicos
narcóticos";Moderada;"Não
especificado";"Monitorar diminuição dos efeitos dos analgésicos
narcóticos"
"Fitomenadiona
(vitamina K)";Varfarina;?efeito anticoagulante da varfarina;Moderada;"Não
especificado";"Monitorar diminuição do tempo de protrombina (TAP).
Monitorar efeitos terapêuticos da varfarina."
Fluconazol;Amiodarona;"?risco de cardiotoxicidade (prolongamento intervalo QT, torsades de pointes,  parada
cardíaca)";Moderada;Não especificado;Monitorar função cardíaca.
Fluconazol;Fentanil;Depressão do SNC;Moderada;"Não
especificado";"Monitorar aumentos dos efeitos do fentanil. Ajuste de
dose do fentanil se necessário."
Fluconazol;Sinvastatina;? risco de rabdomiólise;Moderada;Rápido;Observar sinais e sintomas de rabdomiólise. Monitorar níveis de Creatina-fosfoquinase sérica (CK). Preferir Pravastatina pelo menor risco de causar rabdomiólise.
Fluconazol;Diazepam/ Midazolam/ Clonazepam;? das concentrações e toxicidade dos benzodiazepínicos (sedação excessiva e efeitos hipnóticos prolongados);Moderada;Rápido;Monitorar ocorrência de efeitos tóxicos dos benzodiazepínicos.
Fluconazol;Carbamazepina;"? efeitos terapêuticos e  tóxicos da
Carbamazepina";Moderada;"Não
especificado";"Monitorar efeitos tóxicos (ataxia, sonolência, fadiga,
leucopenia, trombocitopenia, outros)."
Fluconazol;Ciclosporina;"? efeito terapêutico da ciclosporina
(imunossupressão)";Grave;"Não
especificado";Considerar modificação na terapia ou ajuste de dose.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Fluconazol;Fenitoína;? efeito terapêutico e tóxico da Fenitoína;Moderada;Não especificado;Monitorar ocorrência de efeitos tóxicos (depressão do SNC, nistagmo, vertigem, sonolência, ataxia).
Fluconazol;Losartana;Hipotensão;Moderada;"Não
especificado";"Monitorar aumento dos efeitos terapêuticos. Monitorar
pressão arterial."
Fluconazol;Glibenclamida;Hipoglicemia;Moderada;"Não
especificado";Monitorar glicemia.
Furosemida;Captopril/ Enalapril;Hipotensão, hipovolemia, hiponatremia. Sinais e sintomas de disfunção renal quando uso concomitante e prolongado.;Moderada;Não especificado;Monitorar terapia.Monitorar níveis de creatinina sérica, se ? considerar redução da dose da Furosemida ou IECA.
Furosemida;"Atracúrio/ Pancurônio/
Suxametônio";? ou ? dos efeitos terapêuticos de Atracúrio/Pancurônio;Moderada;Não especificado;Monitorar terapia.?doses de Furosemida? o bloqueio neuromuscular e ? doses diminuem esse bloqueio.
Furosemida;AINEs: Diclofenaco/ Ibuprofeno/ Naproxeno;? da diurese;Moderada;Não especificado;"Monitorar diurese. Evitar uso concomitante de Furosemida e AINEs em pacientes com insuficiência cardíaca e cirrose com ascite (pacientes sensíveis a
alterações de diurese)."
Furosemida;Fenitoína;? da diurese;Moderada;"Não
especificado";Monitorar diurese.
Furosemida;Amicacina/ Gentamicina;? nefrotoxicidade e ototoxicidade dos Aminoglicosídeos;Moderada;Não especificado;Monitorar esses efeitos.
Furosemida;Sucralfato;? absorção da Furosemida diminuindo o efeito terapêutico;Moderada;Não especificado;Administrar os medicamentos com intervalo de pelo menos duas horas.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Ganciclovir;Abacavir/ Adefovir/ Didanosina/ Lamivudina/ Zidovudina;"Toxicidade hematológica; Pancitopenia prolongada.";Grave;Não especificado;Monitorar paciente via hemograma. Considerar modificação da terapia. Exceção: Estavudina
Ganciclovir;Tenofovir;"Tontura; diarréia; vômito;
neuropatia";Moderada;"Não
especificado";"Monitorar aumento dos efeitos tóxicos do tenofovir
(tontura; diarréia; neuropatia; vômito)."
Gluconato de cálcio/ Carbonato de cálcio;Anlodipino/ Nifedipino/ Nimodipino/ Diltiazem/ Verapamil;? efeito terapêutico dos bloqueadores de canal de cálcio;Moderada;Não especificado;Monitorar pressão arterial.
Haloperidol;Bromocriptina/ Levodopa/ Pergolida;"Náusea; vômitos; aumento da liberação de hormônios
(crescimento e prolactina)";Moderada;Não especificado;"Considerar modificação da terapia. Monitorar redução dos efeitos terapêuticos dos agonistas da dopamina
(bromocriptina; levodopa; pergolida)."
Haloperidol;Metildopa;"Retardo psicomotor, falhas na memória e
incapacidade de concentração.";Não especificado;Não especificado;Monitorar o paciente e suspender o haloperidol se necessário.
Haloperidol;Tramadol;? risco de convulsões;"Não
especificado";"Não
especificado";Evitar uso simultâneo.
Haloperidol;Lítio;?efeito neurotóxico (fraquezas, discinesias, aumento dos sintomas extrapiramidais, encefalopatias e danos cerebrais irreversíveis);Moderada;Não especificado;Monitorar atentamente os pacientes para algum sinal de neurotoxicidade e sintomas extrapiramidais. Uso isolado do haloperidol no controle inicial de manias agudas e se necessário adicionar o lítio em dosagem reduzida.
Haloperidol;Lopinavir/ Ritonavir;?  risco de arritmias ventriculares;Grave;Não especificado;Evitar uso concomitante. Monitorar paciente para  sinais e sintomas como tonturas, palpitações ou síncope.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Haloperidol;Tamoxifeno;?  risco de arritmias ventriculares;Grave;Não especificado;Evitar uso concomitante. Monitorar paciente para  sinais e sintomas como tonturas, palpitações ou síncope.
Haloperidol;"Eritromicina/ Azitromicina/ Moxifloxacino/
Levofloxacino";?  risco de arritmias ventriculares;Grave;Não especificado;Evitar uso concomitante. Monitorar paciente para  sinais e sintomas como tonturas, palpitações ou síncope.
Haloperidol;Amitriptilina;"Pode ocorrer aparecimento de boca seca, distúrbios visuais, retenção urinária, tonturas, hipotensão ortostática, constipação, e
convulsões.";Grave;Não especificado;Doses mais baixas de antidepressivos tricíclicos (amitriptilina) podem ser necessários. Monitorar pacinete para sinais clínicos.
Haloperidol;Metoclopramida;Podem ocorrer reações distônicas agudas, discinesia tardia, acatisia, raramente, estridor e dispnéia devido ao laringoespasmo;Grave;Não especificado;Metoclopramida não deve ser prescrito em combinação com outros agentes antidopaminérgicos (haloperidol).
Haloperidol;Tamoxifeno;?  risco de arritmias ventriculares;Grave;Não especificado;Evitar uso concomitante. Monitorar paciente para  sinais e sintomas como tonturas, palpitações ou síncope.
Haloperidol;Ondansetrona;?  risco de arritmias ventriculares;Grave;Não especificado;Evitar uso concomitante. Monitorar paciente para  sinais e sintomas como tonturas, palpitações ou síncope.
Heparina;Ticlopidina;? risco de hemorragias;Moderada;Não especificado;"Interromper heparina antes do início da ticlopidina, se uso uso concomitante,  monitorar sinais clínicos (hemorragias) e laboratoriais (TTPA e TAP) de alterações
hematológicas."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Heparina;Alteplase;? risco de hemorragias;Grave;Não especificado;Monitorar  ? TTPa. Monitorar sinais de sangramento, especialmente em locais de punção arterial.  A dose de heparina deve ser ajustada para manter os valores normais de TTPa.  Trombolítico e/ ou terapia anticoagulante deve ser interrompido imediatamente se ocorrer sangramento grave ou incontrolável. O Alteplase é contra-indicado em pacientes com AVC isquêmico agudo que receberam heparina nas últimas 48 horas e tem TTPa elevado.
Heparina;Nitroglicerina;? efeito anticoagulante da Heparina;Moderada;Não especificado;"Se estes agentes são co-administradas, ou se a nitroglicerina é interrompida, monitorar TAP e TTPa do paciente e ajustar a dose de heparina, conforme
necessário."
Heparina;Captopril/ Enalapril;Hipercalemia;Moderada;"Não
especificado";"Monitorar terapia. Monitorar níveis séricos de potássio e
função renal periodicamente."
Heparina;Vitamina E;? risco de hemorragias;Moderada;Não especificado;Monitorar sinais clínicos (hemorragias) e laboratoriais (TTPA e TAP) de alterações hematológicas quando suplementação com Vitamina E > 400 unidades/dia.
Heparina;"Penicilinas IV: Ampicilina/ Oxacilina/ Piperacilina +
Tazobactan";? risco de hemorragias;Leve;Não especificado;Monitorar sinais hemorrágicos.  Sulfato de protamina pode ser útil em hemorragias clinicamente importantes.
Heparina;"Cefalosporinas: Ceftriaxona/ Cefazolina/ Cefalotina/
Cefoxitina";? risco de hemorragias;Leve;Não especificado;Monitorar sinais hemorrágicos. Monitorar TAP. Uso de vitamina K é indicado para coagulopatias induzidas por cefalosporinas.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Heparina;"AINEs:
AAS/Diclofenaco/ Ibuprofeno/ Naproxeno";? risco de hemorragias;Moderada;Não especificado;Evitar uso concomitante de AINEs principalmente quando uso crônico ou em doses altas. Quando uso concomitante for necessário, monitorar sinais clínicos (hemorragias) e laboratoriais (TTPA e RNI) de alterações hematológicas.
Heparina;Cilostazol;? risco de hemorragias;Leve;"Não
especificado";Monitorar sinais hemorrágicos.
Heparina;Varfarina;? risco de hemorragias;Grave;Não especificado;"Monitorar sinais clínicos (hemorragias) e laboratoriais (TTPA e RNI) de alterações hematológicas.  Para ? a interferência da Heparina no RNI, o sangue deve ser coletado pelo menos 5 horas após a última dose de Heparina IV ou 24 horas após a última dose de Heparina
SC."
Hidroclorotiazida;"Fenoterol/
Salbutamol";"? hipercalemia e problemas de
condução cardíaca";Moderada;"Não
especificado";"Monitorar níveis séricos de potássio e problemas na
condução cardíaca."
Hidroclorotiazida;Amiodarona;"Risco de arritmias cardíacas e taquicardias; tonturas epalpitações também podem ocorrer";Grave;Não especificado;"O uso concomitante deve ser evitado. Caso necessária a utilização, os eletrólitos séricos (principalmente potássio e magnésio) devem ser avaliados e qualquer anormalidade deve ser corrigida antes do início da
terapia."
Hidroclorotiazida;Digoxina;"Hipopotassemia e hipomagnesemia.
Aparecimento de sinais de toxicidade da digoxina (letargia,fraqueza, dores musculares, náuseas, batimentos cardíacos irregulares)";Moderada;Não especificado;"Monitorar níveis séricos de potássio e magnésio.
Hipopotassemia e hipomagnesemia devem ser tratados adequadamente. Ajustes de dose da digoxina pode ser necessária."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Hidroclorotiazida;AINEs: Diclofenaco/ Ibuprofeno/ Naproxeno;"Aumenta o risco de nefropatia aguda (insuficiência renal aguda; proteinúria minima)";Grave;Não especificado;Monitorar eletrólitos séricos. Administração de uma solução de reidratação eletrólito pode atenuar as alterações de eletrólitos e hipovolemia. A hospitalização e hidratação intravenosa de fluidos pode ser apropriado para pacientes debilitados ou idosos que podem ser incapazes de beber um volume adequado de fluido.
Hidroclorotiazida;Bisacodil;"Aumenta o risco de nefropatia aguda (insuficiência renal aguda; proteinúria minima)";Moderada;Não especificado;Monitorar eletrólitos séricos. Administração de uma solução de reidratação eletrólito pode atenuar as alterações de eletrólitos e hipovolemia. A hospitalização e hidratação intravenosa de fluidos pode ser apropriado para pacientes debilitados ou idosos que podem ser incapazes de beber um volume adequado de fluido.
Hidroclorotiazida;"Hidrocortisona/ Dexametasona/ Metilprednisolona/
Betametasona";Risco de hipocalemia (fraqueza, letargia e dores musculares ou cãibras).;Moderada;Não especificado;Monitorar níveis séricos de potássio. Suplementação de potássio pode ser necessária
Hidroclorotiazida;Anfotericina B;Aumento do risco de hipocalemia devido a efeitos aditivos. Ocorrência de fraqueza, letargia e dores musculares ou cãibras.;Moderada;Não especificado;Monitorar níveis séricos de potássio.Suplementação de potássio pode ser necessária
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Hidroclorotiazida;Succilcolina;Aumento do risco de hipocalemia devido a efeitos aditivos. Ocorrência de fraqueza, letargia e dores musculares ou cãibras. E ainda, prolongamento do efeito de bloqueio neuromuscular da succilcolina.;Moderada;Não especificado;"Monitorar bloqueio neuromuscular prolongado.
Reposição de potássio quando indicado, e o ajuste da dose do bloqueador neuromuscular  pode ser necessário."
Hidroclorotiazida;Insulina;Hiperglicemia, intolerância à glicose, diabetes mellitus de início recente, e / ou exacerbação de diabetes pré- existente.;Moderada;Não especificado;Monitorar glicemia. Da mesma forma, os pacientes devem ser observados para hipoglicemia quando estes medicamentos são retirados do seu regime terapêutico. Paciente deve ser monitorado devido a possíveis sinais de acidose láctica (como mal-estar, mialgias, dificuldade respiratória, hiperventilação, lenta ou batimentos cardíacos irregulares, sonolência, mal-estar abdominal) ou a perda do controle glicêmico .Os ajustes da dose do hipoglicemiante pode ser necessária.
Hidroclorotiazida;Atenolol;Hiperglicemia e hipertrigliceridemia em alguns pacientes, especialmente em pacientes com diabetes ou o diabetes latente. Ocorrência de sinais como: tonturas, fraqueza, desmaios, batimentos cardíacos rápidos ou irregulares, ou perda do controle da glicose no sangue.;Moderada;Não especificado;Monitorar níveis séricos de potássio, pressão arterial e glicemia.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Hidroclorotiazida;Carbonato de Cálcio/ Vitamina D;"Ocorrência de sinais e sintomas de hipercalcemia, tais como tonturas, fraqueza, letargia, cefaléia, mialgia, anorexia , náuseas, vômitos e
convulsões.";Moderada;Não especificado;Monitorar níveis séricos de potássio, pressão arterial e glicemia.
Hidroclorotiazida;Carbamazepina;Ocorrência de hiponatremia, com sinais característicos tais como náusea, vômito, letargia, fraqueza, cãibras musculares, espasmos, confusão mental e convulsões.;Moderada;Não especificado;Monitorar paciente clinicamente em relação ao seu estado mental. Monitorar periodicamente níveis séricos de sódio.
Hidroclorotiazida/ Furosemida;Metformina;Hiperglicemia, intolerância à glicose, diabetes mellitus de início recente, e / ou exacerbação de diabetes pré- existente.;Moderada;Não especificado;Monitorar glicemia. Da mesma forma, os pacientes devem ser observados para hipoglicemia quando estes medicamentos são retirados do seu regime terapêutico. Paciente deve ser monitorado devido a possíveis sinais de acidose láctica (como mal-estar, mialgias, dificuldade respiratória, hiperventilação, lenta ou batimentos cardíacos irregulares, sonolência, mal-estar abdominal) ou a perda do controle glicêmico .Os ajustes da dose do hipoglicemiante pode ser necessária.
"Hidrocortisona/ Dexametasona/ Metilprednisolona/ Betametasona/
Prednisona";Fluconazol;? efeitos terapêuticos e tóxicos dos corticosteróides;Moderada;Não especificado;Observar ocorrência de efeitos tóxicos (edema por retenção de líquidos, cicatrização prejudicada de feridas, petéquias e equimoses).
"Hidrocortisona/ Dexametasona/ Metilprednisolona/ Betametasona/
Prednisona";Claritromicina;? efeitos terapêuticos e tóxicos dos corticosteróides;Moderada;Não especificado;"Observar ocorrência de efeitos tóxicos (edema por retenção de líquidos, cicatrização prejudicada de feridas, petéquias e equimoses).
OBS.: Azitromicina não apresenta interação."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
"Hidrocortisona/ Dexametasona/ Metilprednisolona/ Betametasona/
Prednisona";Diltiazem/ Verapamil;? efeitos terapêuticos e tóxicos dos corticosteróides;Moderada;Não especificado;Observar ocorrência de efeitos tóxicos (edema por retenção de líquidos, cicatrização prejudicada de feridas, petéquias e equimoses).
"Hidrocortisona/ Dexametasona/ Metilprednisolona/ Betametasona/
Prednisona";Ciclosporina;? efeitos terapêuticos e tóxicos dos corticosteróides;Moderada;Não especificado;Observar ocorrência de efeitos tóxicos (edema por retenção de líquidos, cicatrização prejudicada de feridas, petéquias e equimoses).
"Hidrocortisona/ Dexametasona/ Metilprednisolona/ Betametasona/
Prednisona";AAS;"? ulcerações e sangramentos gastrintestinais.
? filtração glomerular
?metabolismo do AAS";Moderada;Não especificado;Monitorar terapia. Redução gradativa da dose do AAS juntamente com a redução gradativa dos corticosteróides.
"Hidrocortisona/ Dexametasona/ Metilprednisolona/ Betametasona/
Prednisona";Fenobarbital;? efeito terapêutico dos corticosteróides;Moderada;Não especificado;Monitorar terapia.
Imipenem+ Cilastatina;Ciclosporina;"?  efeitos neurotóxicos (ocorrência de tremor, confusão, afasia,
agitação)";Moderada;Não especificado;"Monitorar paciente para toxicidade do sistema nervoso central (SNC) (observar ocorrência de tremor, agitação e
confusão mental)."
Imipenem+ Cilastatina;Ganciclovir;Risco de convulsões generalizadas, e possível ocorrência de por tremores, alterações do estado mental ou convulsões.;Moderada;Não especificado;O uso concomitante deve ser evitado. Avaliar risco- benefício.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
"Imipenem+ Cilastatina /
Meropenem";Tramadol;?  risco de convulsões;Grave;Não especificado;"Precaução ao administrar tramadol com imipenem + cilastatina. Monitorar paciente para os sintomas (crises
convulsivas)."
"Imipenem+ Cilastatina/
Meropenem";Ácido valpróico;"? efeitos terapêuticos do ácido valpróico (aumenta risco de
convulsões e crises epilépticas)";Grave;Não especificado;"Evitar uso concomitante. Considerar utilização de antibióticos ou anticonvulsivantes alternativos
(carbamazepina)."
Insulina;Propranolol/ Carvedilol;Hipoglicemia prolongada e mascaramento dos sintomas;Moderada;Rápido;"Utilizar com cautela em Diabéticos; Monitorar sinais e sintomas de hipoglicemia; Preferir betabloqueadores seletivos (Atenolol; Metoprolol)."
Insulina;Captopril;"?  efeito hipoglicimiante (pode ocorrer cefaléia, tontura, sonolência, náuseas, fome, tremores, fraqueza, sudorese,
palpitações)";Moderada;Não especificado;Monitorar glicemia. A dose de insulina pode necessitar de ajuste se uma interação é suspeita.
Insulina;Cloreto de Potássio;"?  efeito hipoglicimiante (pode ocorrer cefaléia, tontura, sonolência, náuseas, fome, tremores, fraqueza, sudorese,
palpitações)";Moderada;Não especificado;Monitorar glicemia. A dose de insulina pode necessitar de ajuste se uma interação é suspeita.
Insulina;Paracetamol;"?  efeito hipoglicimiante (pode ocorrer cefaléia, tontura, sonolência, náuseas, fome, tremores, fraqueza, sudorese,
palpitações)";Moderada;Não especificado;Monitorar glicemia. A dose de insulina pode necessitar de ajuste se uma interação é suspeita.
Insulina;Varfarina;"?  efeito hipoglicimiante (pode ocorrer cefaléia, tontura, sonolência, náuseas, fome, tremores, fraqueza, sudorese,
palpitações)";Moderada;Não especificado;Monitorar glicemia. A dose de insulina pode necessitar de ajuste se uma interação é suspeita.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Insulina;Dopamina;Risco de hiperglicemia, intolerância à glicose, diabetes mellitus de início recente, e / ou exacerbação de diabetes pré-existente.;Moderada;Não especificado;Monitorar glicemia. A dose de insulina pode necessitar de ajuste se uma interação é suspeita.
Insulina;Nifedipino;Risco de hiperglicemia, intolerância à glicose, diabetes mellitus de início recente, e / ou exacerbação de diabetes pré-existente.;Moderada;Não especificado;Monitorar glicemia. A dose de insulina pode necessitar de ajuste se uma interação é suspeita.
Insulina;Levotiroxina;Risco de hiperglicemia, intolerância à glicose, diabetes mellitus de início recente, e / ou exacerbação de diabetes pré-existente.;Moderada;Não especificado;Monitorar glicemia. Ajuste de dose da insulina pode ser necessária.
Insulina;Gatifloxacino;Risco de hipoglicemia grave, refratária e coma hipoglicêmico. Pode ocorrer cefaléia, tonturas, sonolência, náuseas, tremores, fraqueza, fome, transpiração excessiva, e palpitações;Grave;Não especificado;O uso de gatifloxacina é contra-indicado em pacientes com diabetes mellitus. Monitorar níveis de glicose no sangue. Se hipo ou hiperglicemia ocorrer durante a terapia quinolonas, os pacientes devem iniciar a terapia corretiva apropriada de imediato e suspender o antibiótico.
Insulina;"Oligoelementos (cromo,cobre,
manganês, zinco)";?efeito hipoglicemiante;Moderada;Não especificado;Administrar com precaução. Monitorar glicemia.
Lidocaína;Octreotida;"? freqüência cardíaca e ? risco de
bradicárdias";Moderada;"Não
especificado";Monitorar freqüência cardíaca e a pressão arterial.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Lidocaína;Saquinavir;"? concentração da lidocaína. Pode ocorrer sonolência, alterações do estado mental, bradicardia e
hipotensão.";Grave;Não especificado;"Contra-indicado o uso concomitante devido risco de toxicidade da lidocaína; Aprazamento entre a administração não é recomendado."
Lidocaína;Tramadol;Aumenta risco de convulsões;Grave;"Não
especificado";"Monitorar paciente quanto ao risco de crises convulsivas.
Evitar terapia combinada."
Lidocaína;"Atenolol/ Metoprolol/
Propranolol";"Pode ocorrer sonolência, alterações do estado mental, bradicardia e
hipotensão.";Moderada;Não especificado;Se houver suspeita de toxicidade, a infusão de lidocaína deve ser reduzida, tanto quanto possível.
Linezolida;"Norepinefrina/
Epinefrina";"? efeito vasopressórico da
noradrenalina/adrenalina";Grave;Rápido;O uso concomitante deve ser evitado.
Linezolida;Amitriptilina/ Clomipramina;"Hipertermia; espasmo muscular; crises convulsivas; crise hipertensiva";Grave;Rápido;O uso concomitante deve ser evitado.
Metformina;Captopril;Redução da glicemia;"Não
especificado";"Não
especificado";Monitorar glicemia.
Metformina;"Propranolol/
Carvedilol";"Hiperglicemia ou Hipoglicemia;
Hipertensão";"Não
especificado";"Não
especificado";Monitorar glicemia e pressão arterial.
Metoclopramida;Ciclosporina;"? efeito terapêutico da ciclosporina
(imunossupressão)";Moderada;"Não
especificado";Considerar modificação na terapia ou ajuste de dose.
Metoclopramida;Tramadol/ Midazolam/ Morfina;?  efeitos sedativos;Não especificado;Não especificado;Monitorar terapia.
Metoclopramida;Paracetamol;?  risco de hepatotoxicidade;"Não
especificado";"Não
especificado";"Considerar modificação da terapia. Monitorar aumento
de transaminases (ALT/AST)."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Metronidazol;Varfarina;? risco hemorrágico;Grave;Não especificado;"Monitorar tempo de protrombina (TAP); Monitorar aumento das evidências de hemorragia (dor, inchaço, dor de cabeça, tontura, fraqueza, sangramento prolongado de cortes, aumento do fluxo menstrual, sangramento vaginal, sangramento nasal, sangramento de gengivas de escovar o sangramento, ou nódoas negras , fezes urina vermelha ou marrom ); Considerar modificação na terapia; Quando a terapia se faz necessária considerar ajuste de dose (redução empirica de aproximadamente um terço do anticoagulante)."
Metronidazol;Dissulfiram;?Risco de reações psicóticas agudas;Moderada;Demorado;"Evitar uso concomitante. Se uso extremamente necessário, monitorar ocorrencia de toxicidade grave do SNC (psicoses agudas, confução mental, alucinações e/ou
delírios)."
Metronidazol;Ciclosporina;"? efeito terapêutico da ciclosporina
(imunossupressão)";Moderada;"Não
especificado";"Monitorar creatinina. Considerar modificação na terapia
ou ajuste de dose."
Miconazol/ Cetoconazol/ Itrazonazol;"Hidrocortisona/ Dexametasona/ Metilprednisolona/
Betametasona";? efeitos terapêuticos e tóxicos dos corticosteróides;Moderada;Não especificado;Observar ocorrência de efeitos tóxicos (edema por retenção de líquidos, cicatrização prejudicada de feridas, petéquias e equimoses).
Miconazol/ Cetoconazol/ Itrazonazol;Midazolam/ Diazepam/ Clonazepam;? das concentrações e toxicidade dos benzodiazepínicos (sedação excessiva e efeitos hipnóticos prolongados);Moderada;Rápido;Monitorar aumento dos efeitos tóxicos dos benzodiazepínicos. Considerar redução de dose dos benzodiazepínicos.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Miconazol/ Cetoconazol/ Itrazonazol;Anlodipino/ Nifedipino/ Nimodipino/ Diltiazem/ Verapamil;? efeitos terapêuticos e tóxicos do anlodipino;Moderada;Não especificado;"Monitorar o aumento dos efeitos terapêuticos (hipotensão arterial) e tóxicos (fadiga; edema; alterações do ritmo cardíaco)."
Miconazol/ Cetoconazol/ Itrazonazol;Sinvastatina/ Pravastatina;? do efeito adverso da sinvastatina/pravastatina: Rabdomiólise (destruição muscular);Moderada;Não especificado;Observar ocorrência de sinais e sintomas de rabdomiólise e monitorar níveis de Creatina-fosfoquinase sérica (CK).
"Miconazol/ Cetoconazol/
Itrazonazol";Sildenafil;? dos efeitos tóxicos do sildenafil;Moderada;Não especificado;Observar ocorrência de efeitos tóxicos como cefaléia, rubor, taquicardia e visão turva.
"Miconazol/ Cetoconazol/ Itrazonazol/
Voriconazol";Varfarina;? risco de sangramento;Moderada;Demorado;Monitorar tempo de protrombina (TAP) e aumento das evidências de sangramento.
Midazolam;Claritromicina;? efeitos sedativos e hipnóticos;Moderada;"Não
especificado";Monitorar terapia.
Midazolam;Diltiazem/ Verapamil;? efeitos sedativos e hipnóticos;Moderada;"Não
especificado";Monitorar terapia.
Midazolam;Lopinavir/ Atazanavir/ Ritonavir;? efeitos sedativos e hipnóticos;Moderada;Não especificado;Monitorar terapia.
"Midazolam/ Diazepam/
Clonazepam";Carbamazepina;? efeitos do Midazolam (sedação e indução anestésica);Moderada;Não especificado;Monitorar terapia.
Nitroglicerina;Sildenafil;? vasodilatação periférica;Grave;"Não
especificado";"Uso deve ser evitado. Caso seja necessário, administrar
com intervalo de 48 horas."
Noradrenalina/ Adrenalina;Clorpromazina;? efeito arritmogênico noradrenalina/adrenalina;Grave;Rápido;"Evitar o uso concomitante de noradrenalina e clorpromazina. Observar existência de arritmias
ventriculares e redução de efeitos pressóricos."
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
Noradrenalina/ Adrenalina;Amitriptilina;? efeito vasopressórico da noradrenalina/adrenalina;Grave;Rápido;"Evitar o uso concomitante. Monitorar o paciente observando efeitos simpatomiméticos (aumento de pressão arterial; dor torácica e cefaléia).          Recomenda-
se redução de dose."
Noradrenalina/ Adrenalina;"Atenolol/ Metoprolol/
Propranolol";? efeito vasopressórico da noradrenalina/adrenalina;Moderada;Rápido;Monitorar a terapia. Observar aumento de efeitos pressóricos.
Noradrenalina/ Adrenalina;Antiácidos (Carbonato de Cálcio/ Bicarbonato de sódio/ Hidróxido de alumínio);? pressão arterial e vasoconstrição;Moderada;Não especificado;Monitorar o paciente.
Noradrenalina/ Adrenalina;Bromocriptina;"? efeito adverso/tóxico da bromocriptina (? da pressão arterial; arritmias ventriculares e
crises convulsivas)";Grave;Não especificado;Monitorar o apareciemnto dos efeitos tóxicos.
"Noradrenalina/
Adrenalina";Metildopa;? pressão arterial e vasoconstrição;Moderada;"Não
especificado";Monitorar o paciente. Ajuste de dose se necessário.
"Noradrenalina/
Adrenalina";Linezolida;"? efeito vasopressórico da
noradrenalina/adrenalina";Grave;Rápido;"Monitorar terapia, observando aumento da resposta
pressórica."
Omeprazol;Carbamazepina;"?os efeitos terapêuticos do
Omeprazol";Moderada;"Não
especificado";Monitorar a terapia.
Omeprazol;Clopidogrel;"? do efeito anticoagulante do clopidogrel: risco de infarto do miocárdio, acidente vascular
cerebral isquêmico";Grave;Não especificado;"Deve-se evitar o uso concomitante. Se gastroproteção é necessária, antagonistas dos receptores H2 ou antiácidos devem ser prescritos sempre que possível (por exemplo,
ranitidina)."
Omeprazol;Fenitoína;"Ataxia, hiperreflexia, nistagmo e
tremores";Moderada;Demorado;Considerar alteração de um dos medicamentos.
Medicamento;Interage com;Efeito Clínico;"Grau da
interação";Início de Ação;Recomendação
